epoch,train_loss,train_acc,val_loss,val_acc,val_macro_f1,seconds
1,2.105648424183521,0.17841140529531568,1.9369389372850923,0.21395617070357556,0.18951521087191514,54.66058397293091
2,1.8544384578580526,0.35723014256619146,1.6429690979206302,0.48385236447520186,0.42602704668713565,59.65197420120239
3,1.6838134595672856,0.4885947046843177,1.5534898830532615,0.5651672433679354,0.5188838080516652,60.877909421920776
4,1.5922578307616007,0.5572301425661914,1.4567698879637934,0.6337946943483276,0.5529176908720671,61.1347393989563
5,1.5194059209765338,0.6137474541751528,1.4056280399001317,0.7047289504036909,0.6147974587049929,61.57303977012634
6,1.4913423782939095,0.6265784114052954,1.381608923963747,0.6718569780853518,0.6003783165882017,61.78095483779907
7,1.4289093934348547,0.6663951120162933,1.3698377059267741,0.7612456747404844,0.6712273909719984,62.64441800117493
8,1.4153004843445756,0.6873727087576375,1.33144811445454,0.7416378316032295,0.6557752272666147,62.626136302948
9,1.3735035706926024,0.7065173116089613,1.3369045001825246,0.7612456747404844,0.6676440753077202,62.86845421791077
10,1.3580350107670802,0.7139511201629328,1.3212496098625068,0.7866205305651672,0.6959835810320212,63.37925863265991
11,1.333148596194514,0.7314663951120163,1.3024335452017075,0.7820069204152249,0.6891705756471925,3054.1852033138275
12,1.3215842484456701,0.7460285132382892,1.3166421210477097,0.7820069204152249,0.6884230590761203,57.15002369880676
13,1.3014113666569385,0.7521384928716904,1.2939263866846948,0.7802768166089965,0.6912479626545932,59.1901741027832
14,1.283703730596787,0.7641547861507129,1.2722655712114486,0.8050749711649365,0.7185014924158332,58.441040992736816
15,1.2709221678207459,0.7689409368635438,1.29131874108672,0.7670126874279123,0.6812041915965888,59.2577908039093
16,1.2541715025173428,0.7758655804480652,1.2908160870737957,0.7825836216839677,0.6953526137434496,60.019694805145264
17,1.2511300803687568,0.7843177189409368,1.247966583212354,0.8350634371395617,0.756826975127324,60.95911955833435
18,1.2265835840201913,0.7913441955193483,1.2701202478375815,0.8246828143021915,0.7414981499071303,61.255770444869995
19,1.2201381257983672,0.7976578411405295,1.2884909993911973,0.8056516724336793,0.7240451080391189,61.761465311050415
20,1.2156952218465553,0.8016293279022403,1.2397319093570027,0.8183391003460208,0.7316748292942975,61.46990728378296
21,1.2049078977277954,0.8062118126272912,1.2375970942751346,0.831603229527105,0.750461592875332,61.74909496307373
22,1.2015943595202536,0.8092668024439919,1.2497146434849933,0.8050749711649365,0.72493578102831,61.363600730895996
23,1.187241510169812,0.8191446028513238,1.2381262746236728,0.8327566320645905,0.7480036165977797,61.79489469528198
24,1.1866451170196843,0.824643584521385,1.2363512029284838,0.8442906574394463,0.7664109713677275,62.147037744522095
25,1.1624715663750642,0.8328920570264766,1.229003460487005,0.8471741637831603,0.7732157677072555,62.388514041900635
26,1.182216600876476,0.8244399185336049,1.2361320519804817,0.8264129181084199,0.7440327367434515,62.44870209693909
27,1.1628858386863274,0.8310590631364562,1.224397367809608,0.825836216839677,0.7425833311022766,62.32266044616699
28,1.151082020913025,0.8397148676171079,1.2301138880068594,0.8292964244521338,0.7492470416761638,62.028409481048584
29,1.1470237106509704,0.8408350305498982,1.232407561085491,0.8379469434832757,0.7590182064173928,62.159223794937134
30,1.1444618863146563,0.8407331975560082,1.2315990960584242,0.8356401384083045,0.7560056263619132,62.44122672080994
31,1.1416181219085413,0.8440936863543789,1.2252753350148977,0.839677047289504,0.7598645364458775,62.5826416015625
32,1.1281310021513105,0.8438900203665988,1.236261938682477,0.8408304498269896,0.7571686427933538,62.95195293426514
33,1.1173869317515075,0.85,1.231263593818902,0.8402537485582469,0.7629380225630711,62.51369667053223
34,1.1216156729612718,0.8516293279022403,1.2354887345807912,0.8471741637831603,0.7684956207831442,61.97848916053772
35,1.1239456493839954,0.8505091649694501,1.2306683335749748,0.8558246828143022,0.7813378214836556,62.041356563568115
36,1.1170132058701059,0.854887983706721,1.232953962020258,0.8494809688581315,0.7726878334549331,62.49117136001587
37,1.108120930122018,0.8559063136456212,1.2329857915880496,0.8489042675893888,0.7764133099759958,62.50679969787598
38,1.1092278278529522,0.859877800407332,1.2354412826837278,0.8460207612456747,0.7655452196735708,62.80011510848999
39,1.1112531963530965,0.8586558044806517,1.2299883824868736,0.8483275663206459,0.7718407165585649,62.59651207923889
40,1.119180893533827,0.859674134419552,1.22767368182454,0.8442906574394463,0.7639747910404494,62.762436866760254
41,1.099400654926805,0.8633401221995927,1.2265716806277547,0.8512110726643599,0.7708772078541483,62.53068947792053
42,1.0988277244956333,0.8638492871690427,1.225199538531188,0.8575547866205305,0.7806689524951186,66.63785147666931
43,1.098047250448565,0.8632382892057027,1.2295037096896937,0.8529411764705882,0.7686366668703569,65.49415278434753
44,1.108315523773007,0.8618126272912424,1.2267667424995043,0.850634371395617,0.7689185445112331,1147.7022745609283
45,1.0933391485583273,0.8683299389002037,1.2264315837257325,0.8529411764705882,0.770671084659332,57.37185049057007
